0   1.984970  -3.092327
0   1.998998  -3.092808
0   2.013026  -3.093294
0   2.027054  -3.093782
0   2.041082  -3.094274
0   2.055110  -3.094769
0   2.069138  -3.095268
0   2.083166  -3.095770
0   2.097194  -3.096276
0   2.111222  -3.096785
0   2.125251  -3.097297
0   2.139279  -3.097813
0   2.153307  -3.098332
0   2.167335  -3.098854
0   2.181363  -3.099380
0   2.195391  -3.099909
0   2.209419  -3.100442
0   2.223447  -3.100978
0   2.237475  -3.101518
0   2.251503  -3.102061
0   2.265531  -3.102607
0   2.279559  -3.103157
0   2.293587  -3.103710
0   2.307615  -3.104266
0   2.321643  -3.104826
0   2.335671  -3.105389
0   2.349699  -3.105956
0   2.363727  -3.106526
0   2.377756  -3.107099
0   2.391784  -3.107676
0   2.405812  -3.108257
0   2.419840  -3.108840
0   2.433868  -3.109427
0   2.447896  -3.110018
0   2.461924  -3.110612
0   2.475952  -3.111209
0   2.489980  -3.111810
0   2.504008  -3.112414
0   2.518036  -3.113021
0   2.532064  -3.113632
0   2.546092  -3.114246
0   2.560120  -3.114864
0   2.574148  -3.115485
0   2.588176  -3.116110
0   2.602204  -3.116737
0   2.616232  -3.117369
0   2.630261  -3.118003
0   2.644289  -3.118641
0   2.658317  -3.119283
0   2.672345  -3.119928
0   2.686373  -3.120576
0   2.700401  -3.121228
0   2.714429  -3.121883
0   2.728457  -3.122541
0   2.742485  -3.123203
0   2.756513  -3.123868
0   2.770541  -3.124537
0   2.784569  -3.125209
0   2.798597  -3.125885
0   2.812625  -3.126564
0   2.826653  -3.127246
0   2.840681  -3.127932
0   2.854709  -3.128621
0   2.868737  -3.129313
0   2.882766  -3.130009
0   2.896794  -3.130708
0   2.910822  -3.131411
0   2.924850  -3.132117
0   2.938878  -3.132827
0   2.952906  -3.133540
0   2.966934  -3.134256
0   2.980962  -3.134976
0   2.994990  -3.135699
0   3.009018  -3.136425
0   3.023046  -3.137155
0   3.037074  -3.137889
0   3.051102  -3.138626
0   3.065130  -3.139366
0   3.079158  -3.140109
0   3.093186  -3.140856
0   3.107214  -3.141607
0   3.121242  -3.142360
0   3.135271  -3.143118
0   3.149299  -3.143878
0   3.163327  -3.144642
0   3.177355  -3.145410
0   3.191383  -3.146180
0   3.205411  -3.146955
0   3.219439  -3.147732
